YearlyIncome,MaritalStatus,Gender,TotalChildren,ChildrenAtHome,Education,Occupation,HouseOwner,CarsOwned,Age
70000,S,F,1,0,Bachelors,Professional,1,1,39
70000,S,F,1,0,Bachelors,Professional,0,1,39
70000,M,F,1,0,Partial College,Skilled Manual,1,1,39
70000,M,F,1,0,Partial College,Skilled Manual,1,1,39
70000,M,M,1,0,Partial College,Skilled Manual,1,1,33
70000,M,M,1,0,Partial College,Skilled Manual,1,1,39
40000,M,M,4,3,High School,Skilled Manual,1,3,45
40000,M,M,4,3,High School,Skilled Manual,1,3,46
40000,M,M,4,2,High School,Skilled Manual,1,2,46
60000,M,F,1,0,Partial College,Skilled Manual,1,1,34
40000,M,M,4,2,High School,Skilled Manual,0,2,47
40000,S,F,4,2,High School,Skilled Manual,1,2,46
40000,M,M,0,0,Bachelors,Professional,0,1,47
70000,S,F,0,0,Partial College,Skilled Manual,0,1,34
70000,S,M,0,0,Partial College,Skilled Manual,1,1,34
60000,S,M,0,0,Graduate Degree,Professional,1,1,40
60000,S,M,0,0,Graduate Degree,Professional,0,1,40
60000,S,M,0,0,Graduate Degree,Professional,0,1,40
60000,S,F,0,0,Graduate Degree,Professional,0,1,34
20000,M,F,3,0,High School,Skilled Manual,0,2,78
60000,M,F,1,0,Partial College,Skilled Manual,1,1,46
80000,M,M,2,0,Graduate Degree,Professional,1,0,47
80000,S,M,3,0,Graduate Degree,Professional,1,0,48
80000,M,F,1,0,Partial College,Skilled Manual,1,1,38
60000,M,F,1,0,Bachelors,Professional,1,1,43
60000,M,M,1,0,Bachelors,Professional,1,1,49
70000,M,F,5,4,Graduate Degree,Professional,1,0,49
80000,M,F,5,0,Graduate Degree,Professional,1,0,48
90000,M,F,1,0,Graduate Degree,Management,0,0,32
90000,S,F,1,0,Graduate Degree,Management,1,0,32
100000,M,F,1,0,Graduate Degree,Management,1,0,37
100000,S,F,1,0,Graduate Degree,Management,1,0,37
60000,M,M,2,2,Bachelors,Professional,1,1,33
60000,M,M,2,2,Bachelors,Professional,1,1,33
60000,M,M,2,2,Bachelors,Professional,1,1,33
80000,S,F,4,4,Graduate Degree,Management,1,1,37
80000,M,M,5,5,Graduate Degree,Management,1,2,36
90000,M,F,2,0,Bachelors,Professional,1,0,37
60000,M,F,2,2,Bachelors,Professional,1,1,39
60000,S,F,2,2,Bachelors,Professional,0,1,33
70000,S,F,5,5,Bachelors,Professional,1,3,40
110000,M,M,1,0,Graduate Degree,Management,1,1,32
130000,S,M,1,0,Graduate Degree,Management,1,1,37
80000,M,M,5,5,Graduate Degree,Management,0,2,39
80000,M,F,5,5,Graduate Degree,Management,1,2,34
80000,M,M,5,5,Graduate Degree,Management,0,2,40
80000,M,F,5,5,Graduate Degree,Management,0,3,40
90000,S,F,0,0,Bachelors,Professional,0,0,41
60000,S,F,2,2,Bachelors,Professional,0,1,41
60000,M,M,3,3,Bachelors,Professional,1,1,36
60000,M,F,3,3,Bachelors,Professional,1,1,42
60000,M,F,3,3,Bachelors,Professional,1,2,36
70000,S,F,0,0,Bachelors,Professional,0,1,42
70000,S,F,0,0,Bachelors,Professional,0,1,41
60000,M,M,4,4,Bachelors,Professional,0,1,42
100000,M,M,2,0,Bachelors,Management,1,2,27
100000,S,F,2,0,Bachelors,Management,0,3,38
110000,M,M,1,1,Graduate Degree,Management,1,2,38
30000,M,M,0,0,Partial College,Skilled Manual,1,1,28
10000,M,M,5,0,High School,Skilled Manual,1,4,62
60000,S,F,0,0,Partial College,Skilled Manual,1,1,28
10000,M,M,2,1,Partial High School,Clerical,1,2,62
30000,S,F,2,0,Partial College,Clerical,1,2,60
10000,M,M,2,1,Partial High School,Clerical,1,2,59
20000,S,F,4,0,High School,Skilled Manual,1,2,60
30000,M,M,2,0,Partial College,Clerical,0,2,60
30000,M,M,2,0,Partial College,Clerical,0,2,59
10000,S,F,2,1,Partial High School,Clerical,1,2,48
40000,S,M,0,0,Partial High School,Clerical,1,2,29
30000,S,M,0,0,Partial College,Skilled Manual,1,1,29
30000,S,F,0,0,Partial College,Skilled Manual,0,1,29
60000,S,F,0,0,Partial College,Skilled Manual,1,2,29
60000,S,M,0,0,Partial College,Skilled Manual,0,2,30
70000,M,M,0,0,Partial College,Skilled Manual,1,2,30
60000,S,M,0,0,Partial College,Skilled Manual,0,2,30
20000,S,F,2,1,Partial High School,Clerical,1,2,58
30000,M,F,3,0,Partial College,Clerical,0,2,56
30000,S,F,3,0,Partial College,Clerical,1,2,57
30000,M,M,3,0,High School,Skilled Manual,0,2,51
40000,M,M,2,0,Bachelors,Management,0,2,51
20000,S,F,0,0,Partial College,Skilled Manual,0,2,26
30000,M,M,3,0,High School,Skilled Manual,1,2,39
30000,M,M,3,0,High School,Skilled Manual,0,2,55
30000,M,F,3,0,High School,Skilled Manual,1,2,55
30000,M,F,3,0,High School,Skilled Manual,0,2,55
30000,M,F,3,0,High School,Skilled Manual,0,2,55
30000,M,F,3,0,High School,Skilled Manual,1,2,43
30000,M,M,3,0,High School,Skilled Manual,1,2,54
40000,M,M,2,0,Partial College,Clerical,0,2,49
40000,M,F,2,0,Partial College,Skilled Manual,1,2,55
40000,M,F,3,0,Partial College,Skilled Manual,0,2,53
40000,M,M,3,0,Partial College,Skilled Manual,0,2,53
80000,S,M,2,0,Partial College,Skilled Manual,0,2,52
40000,S,M,0,0,Partial College,Skilled Manual,0,2,31
40000,S,M,0,0,Partial College,Skilled Manual,0,2,32
40000,M,M,0,0,Partial College,Skilled Manual,1,2,31
30000,S,M,0,0,High School,Skilled Manual,1,2,31
30000,S,F,0,0,High School,Skilled Manual,1,2,31
30000,S,F,0,0,High School,Skilled Manual,1,2,32
30000,M,M,0,0,High School,Skilled Manual,1,2,31
30000,M,M,0,0,High School,Skilled Manual,1,2,32
30000,M,M,0,0,High School,Skilled Manual,1,2,26
40000,S,M,0,0,High School,Skilled Manual,0,2,33
40000,S,M,0,0,High School,Skilled Manual,1,2,32
40000,S,F,0,0,High School,Skilled Manual,1,2,27
40000,S,M,0,0,High School,Skilled Manual,0,2,27
30000,S,F,0,0,High School,Skilled Manual,0,2,33
30000,S,M,0,0,High School,Skilled Manual,0,2,32
30000,S,F,0,0,High School,Skilled Manual,1,2,32
30000,S,F,0,0,High School,Skilled Manual,0,2,27
30000,M,M,0,0,High School,Skilled Manual,1,2,32
60000,S,F,0,0,Partial College,Skilled Manual,1,2,33
60000,M,M,0,0,Partial College,Skilled Manual,1,2,34
70000,S,F,0,0,Partial College,Professional,1,2,28
60000,M,F,0,0,Partial College,Professional,1,2,31
60000,M,F,0,0,Partial College,Professional,1,2,30
80000,M,M,2,0,High School,Skilled Manual,0,2,52
80000,S,M,2,0,High School,Skilled Manual,0,2,52
70000,S,M,2,0,High School,Skilled Manual,0,2,45
70000,S,F,2,0,High School,Skilled Manual,1,2,51
80000,S,M,2,0,High School,Professional,0,2,50
80000,S,F,2,0,High School,Professional,0,2,44
80000,S,F,2,0,High School,Professional,0,2,50
130000,S,M,0,1,Graduate Degree,Management,1,0,49
70000,S,F,0,0,Partial College,Professional,1,2,34
30000,S,M,0,0,High School,Professional,0,2,32
30000,S,M,0,0,Partial High School,Skilled Manual,1,2,33
60000,S,M,0,0,Partial College,Professional,1,2,33
60000,S,M,0,0,Partial College,Professional,1,2,32
60000,S,F,0,0,Partial College,Professional,0,2,33
120000,M,F,1,2,Bachelors,Management,1,2,47
130000,S,M,0,1,Graduate Degree,Management,0,3,48
130000,S,F,0,1,Graduate Degree,Management,0,3,42
130000,M,M,0,1,Graduate Degree,Management,1,4,35
80000,S,F,2,0,Partial High School,Skilled Manual,0,2,49
60000,M,M,2,0,High School,Professional,0,2,44
60000,S,M,2,0,High School,Professional,1,2,49
60000,M,M,2,0,High School,Professional,0,2,49
60000,M,M,2,0,High School,Professional,0,2,44
60000,M,M,2,0,High School,Professional,0,2,49
70000,M,M,3,2,Partial College,Professional,0,0,49
80000,M,M,2,1,Bachelors,Management,0,0,44
90000,S,M,2,0,Partial College,Professional,1,1,49
90000,S,F,2,0,Partial College,Professional,1,1,49
70000,S,M,0,0,Bachelors,Professional,0,1,43
70000,S,M,0,0,Bachelors,Professional,0,1,38
60000,M,F,1,0,Bachelors,Professional,1,1,45
60000,M,F,1,0,Bachelors,Professional,1,1,39
60000,M,F,1,0,Bachelors,Professional,1,1,44
60000,M,M,1,0,Bachelors,Professional,1,1,44
60000,M,F,1,0,Bachelors,Professional,1,1,39
60000,M,M,1,0,Partial College,Skilled Manual,1,1,40
60000,S,F,1,0,Partial College,Skilled Manual,1,1,45
60000,S,F,1,0,Partial College,Skilled Manual,1,1,34
100000,S,M,0,0,Bachelors,Professional,0,1,40
100000,S,F,0,0,Bachelors,Professional,0,1,41
110000,S,M,0,0,Graduate Degree,Management,1,1,29
110000,S,M,0,0,Graduate Degree,Management,0,2,41
110000,S,F,0,0,Graduate Degree,Management,0,3,41
60000,M,F,1,0,Partial College,Skilled Manual,1,1,46
70000,S,F,0,0,Bachelors,Professional,0,1,41
80000,M,M,5,5,Bachelors,Professional,1,4,36
80000,M,F,5,5,Bachelors,Professional,1,4,36
80000,M,F,0,0,Bachelors,Professional,1,1,41
70000,S,F,0,0,Bachelors,Professional,0,1,37
70000,S,M,0,0,Bachelors,Professional,0,1,43
70000,S,M,0,0,Bachelors,Professional,0,1,37
70000,S,F,0,0,Bachelors,Professional,0,1,43
70000,S,M,0,0,Bachelors,Professional,0,1,42
70000,S,F,0,0,Bachelors,Professional,0,1,37
70000,S,F,0,0,Bachelors,Professional,1,1,43
90000,M,M,1,0,Bachelors,Professional,1,1,42
90000,M,F,1,0,Bachelors,Professional,1,1,47
90000,S,M,1,0,Bachelors,Professional,1,1,48
100000,S,M,5,0,Bachelors,Professional,1,1,47
50000,S,F,1,0,Graduate Degree,Management,1,1,73
80000,S,M,1,0,Partial College,Skilled Manual,1,1,49
30000,M,F,2,0,Partial College,Clerical,0,2,70
70000,M,F,5,4,Partial College,Skilled Manual,0,3,47
70000,M,F,5,4,Partial College,Skilled Manual,1,3,47
70000,S,F,1,0,Partial College,Skilled Manual,0,1,45
40000,M,F,2,0,Bachelors,Management,1,1,54
40000,M,M,2,0,Bachelors,Management,1,1,53
40000,M,M,0,0,High School,Skilled Manual,1,1,32
40000,M,F,0,0,High School,Skilled Manual,1,2,32
40000,S,F,0,0,High School,Skilled Manual,0,2,30
40000,M,M,0,0,High School,Skilled Manual,1,2,31
40000,S,F,0,0,High School,Skilled Manual,0,2,31
30000,M,M,0,0,High School,Skilled Manual,0,2,26
30000,M,M,0,0,High School,Skilled Manual,1,2,27
10000,M,F,5,0,High School,Skilled Manual,1,2,55
30000,S,F,2,0,Partial College,Clerical,1,2,70
40000,S,M,0,0,High School,Skilled Manual,1,2,28
40000,M,F,0,0,High School,Skilled Manual,1,2,29
40000,S,M,0,0,High School,Skilled Manual,1,2,27
40000,M,M,0,0,High School,Skilled Manual,0,2,27
60000,M,M,2,0,Graduate Degree,Management,1,1,62
30000,M,M,2,0,Partial College,Clerical,0,2,61
30000,M,F,2,0,Partial College,Clerical,0,2,67
40000,M,F,2,0,Bachelors,Management,1,2,66
40000,M,M,2,0,Bachelors,Management,1,2,65
70000,M,M,2,0,Graduate Degree,Management,1,1,64
40000,M,M,0,0,High School,Skilled Manual,1,2,31
40000,S,F,0,0,Partial College,Skilled Manual,1,1,31
40000,M,M,0,0,Partial College,Skilled Manual,1,1,31
40000,S,F,0,0,Partial College,Skilled Manual,1,1,31
40000,S,M,0,0,Partial College,Skilled Manual,0,1,30
40000,M,M,0,0,Partial College,Skilled Manual,0,1,31
30000,S,M,0,0,Partial College,Skilled Manual,0,1,32
30000,S,F,0,0,Partial College,Skilled Manual,1,1,33
80000,S,M,0,0,Bachelors,Management,0,1,35
80000,S,M,0,0,Bachelors,Management,1,1,35
80000,S,F,0,0,Bachelors,Management,1,1,39
80000,S,F,0,0,Bachelors,Management,0,1,38
80000,M,M,0,0,Bachelors,Management,0,1,38
80000,S,F,0,0,Bachelors,Management,0,1,39
90000,M,M,4,4,Bachelors,Management,1,1,39
130000,S,M,0,0,Graduate Degree,Management,0,2,39
70000,S,F,0,0,Partial College,Skilled Manual,0,2,44
80000,S,F,4,3,Bachelors,Management,1,0,44
80000,M,M,5,0,Bachelors,Management,1,2,65
80000,M,F,5,0,Bachelors,Management,1,2,65
90000,M,M,5,0,Bachelors,Management,1,2,64
90000,M,M,5,0,Bachelors,Management,0,2,59
90000,M,M,5,0,Bachelors,Management,1,2,64
90000,M,M,5,0,Bachelors,Management,1,2,59
100000,M,M,2,3,Graduate Degree,Management,1,3,64
110000,M,M,2,4,Graduate Degree,Management,0,2,64
110000,M,M,2,4,Graduate Degree,Management,1,2,64
120000,M,M,2,4,Graduate Degree,Management,1,3,65
120000,S,F,2,4,Graduate Degree,Management,1,3,59
120000,S,M,2,4,Graduate Degree,Management,1,3,65
90000,M,F,5,0,Bachelors,Management,1,2,58
110000,M,M,2,4,Bachelors,Management,1,2,64
110000,M,M,2,4,Bachelors,Management,1,2,64
110000,M,M,2,4,Bachelors,Management,1,2,63
110000,M,M,2,4,Bachelors,Management,1,2,52
110000,M,F,2,4,Bachelors,Management,0,3,58
120000,M,F,2,4,Graduate Degree,Management,1,3,63
120000,M,F,2,4,Bachelors,Management,1,4,63
130000,S,M,2,3,Bachelors,Management,0,4,64
130000,M,F,2,3,Bachelors,Management,0,4,63
70000,S,M,4,0,Bachelors,Management,1,2,62
70000,S,F,4,0,Bachelors,Management,0,2,63
70000,S,F,4,0,Bachelors,Management,1,2,63
70000,S,F,4,0,Bachelors,Management,1,2,57
70000,M,M,5,0,Bachelors,Management,1,2,62
70000,S,F,5,0,Bachelors,Management,1,2,56
70000,M,M,5,0,Bachelors,Management,1,2,56
70000,S,F,5,0,Bachelors,Management,1,3,61
60000,M,F,4,0,Bachelors,Management,1,2,61
60000,M,M,4,0,Bachelors,Management,1,2,62
60000,M,M,4,0,Bachelors,Management,1,2,61
60000,M,M,4,0,Bachelors,Management,1,2,61
60000,M,F,4,0,Bachelors,Management,1,2,61
60000,M,M,4,0,Bachelors,Management,1,3,60
60000,M,F,5,0,Bachelors,Management,1,3,61
60000,M,F,5,0,Bachelors,Management,1,3,60
60000,S,M,5,0,Bachelors,Management,1,3,55
60000,M,F,5,0,Bachelors,Management,1,3,61
60000,M,M,5,0,Bachelors,Management,1,3,61
70000,M,F,3,1,Bachelors,Management,1,1,60
70000,M,F,3,1,Bachelors,Management,1,1,60
70000,M,M,4,1,Bachelors,Management,0,1,61
70000,S,M,4,1,Bachelors,Management,1,1,60
70000,M,F,4,1,Bachelors,Management,1,1,61
60000,M,M,5,0,Bachelors,Management,0,3,60
60000,M,F,5,0,Bachelors,Management,1,3,60
60000,M,M,5,0,Bachelors,Management,1,3,60
60000,M,M,5,0,Bachelors,Management,1,3,60
70000,M,M,4,1,Bachelors,Management,1,1,59
70000,M,F,4,1,Bachelors,Management,1,1,60
40000,M,F,2,1,High School,Professional,1,2,58
60000,S,F,2,1,Partial College,Professional,1,1,58
60000,M,M,2,1,Partial College,Professional,1,1,58
60000,S,M,2,1,Partial College,Professional,1,1,53
60000,M,M,2,1,Partial College,Professional,1,2,58
60000,M,M,2,1,Partial College,Professional,1,2,59
70000,M,M,4,1,Bachelors,Management,0,2,59
70000,M,M,4,1,Bachelors,Management,1,2,58
40000,M,M,2,1,Partial High School,Skilled Manual,1,2,52
60000,M,M,2,1,Bachelors,Management,1,0,52
40000,M,F,2,1,Partial High School,Skilled Manual,1,2,51
70000,S,M,4,2,Partial College,Professional,1,1,51
70000,S,F,2,1,High School,Professional,1,2,55
70000,M,M,2,1,High School,Professional,1,2,55
60000,M,M,2,1,Partial College,Professional,0,1,56
60000,M,F,3,1,High School,Professional,1,2,55
60000,M,M,3,1,High School,Professional,1,2,49
60000,M,F,3,1,High School,Professional,1,2,55
70000,M,M,4,2,Partial College,Professional,1,2,54
70000,M,F,4,2,Partial College,Professional,1,2,49
130000,M,M,2,3,Partial College,Professional,1,4,38
130000,M,F,2,4,Partial College,Professional,1,2,49
130000,M,F,2,4,Partial College,Professional,1,2,38
150000,M,F,1,3,Partial College,Professional,1,3,49
130000,M,M,2,4,Partial College,Professional,1,2,50
130000,S,F,2,4,Partial College,Professional,0,2,49
130000,M,M,2,4,Partial College,Professional,1,2,49
130000,M,F,2,4,Partial College,Professional,1,2,50
130000,M,M,2,4,Partial College,Professional,0,2,49
130000,M,M,3,4,Partial College,Professional,1,2,49
130000,M,F,3,4,Partial College,Professional,0,2,50
150000,M,M,2,3,High School,Professional,1,4,49
110000,S,F,2,4,Partial College,Professional,1,4,51
120000,M,F,3,4,High School,Professional,1,4,51
120000,S,M,3,4,High School,Professional,1,4,51
70000,M,M,3,0,Partial College,Professional,0,2,50
30000,M,M,4,0,High School,Professional,0,2,75
40000,M,F,3,0,Partial College,Professional,0,2,74
50000,S,F,2,0,Graduate Degree,Management,0,2,75
50000,S,M,2,0,Graduate Degree,Management,1,2,73
50000,M,M,2,0,Graduate Degree,Management,1,2,73
90000,S,F,3,0,Graduate Degree,Management,1,1,74
110000,S,F,1,2,Graduate Degree,Management,1,2,74
90000,S,M,4,4,Partial College,Professional,1,3,42
100000,M,M,3,1,Bachelors,Management,1,4,41
100000,M,F,3,1,Bachelors,Management,1,4,36
100000,S,M,4,1,Partial College,Professional,1,4,41
110000,S,M,2,2,Bachelors,Management,1,3,41
130000,M,F,1,1,Graduate Degree,Management,1,4,41
90000,M,F,5,5,Partial College,Professional,1,3,31
110000,M,M,4,2,Bachelors,Management,1,4,37
120000,M,F,4,2,Partial College,Professional,1,4,32
80000,M,M,3,0,Partial College,Professional,0,2,50
80000,M,F,3,0,Partial College,Professional,0,2,50
80000,M,F,4,3,Partial College,Professional,1,2,44
90000,S,F,0,0,Partial College,Professional,0,1,38
110000,S,M,4,2,Bachelors,Management,1,4,43
120000,M,M,4,3,Partial College,Professional,1,3,32
70000,M,F,5,4,Partial College,Professional,1,3,34
80000,M,M,5,4,Partial College,Professional,1,3,45
80000,M,F,5,4,Partial College,Professional,1,3,45
90000,S,F,5,4,Partial College,Professional,1,4,39
110000,M,F,1,3,Bachelors,Management,1,2,44
80000,M,F,5,4,Partial College,Professional,1,3,46
90000,M,F,4,3,High School,Professional,1,2,40
110000,M,M,1,3,Bachelors,Management,1,3,46
110000,M,M,1,3,Partial College,Professional,1,4,46
130000,M,F,1,3,Bachelors,Management,0,3,40
130000,M,F,1,3,Bachelors,Management,1,3,45
60000,M,M,2,0,High School,Professional,0,2,46
60000,S,F,2,0,High School,Professional,1,2,46
60000,S,M,2,0,High School,Professional,1,2,51
70000,M,M,4,3,High School,Professional,1,0,46
70000,S,F,4,3,High School,Professional,1,0,51
70000,M,M,4,3,High School,Professional,1,0,41
70000,M,F,4,3,High School,Professional,0,0,51
100000,M,F,2,2,Graduate Degree,Management,1,4,72
60000,M,F,2,0,Graduate Degree,Management,1,2,71
90000,M,F,4,0,Bachelors,Management,1,2,65
100000,M,M,0,3,Partial College,Professional,1,0,46
100000,M,F,0,3,Partial College,Professional,1,1,47
110000,M,F,3,3,Partial College,Professional,1,4,47
120000,M,F,1,3,High School,Professional,0,4,41
120000,M,M,1,3,High School,Professional,1,4,46
80000,M,M,2,0,Partial High School,Skilled Manual,1,2,53
80000,M,M,3,0,Partial High School,Skilled Manual,1,2,53
60000,S,M,2,0,High School,Professional,1,2,52
60000,M,F,2,0,Partial High School,Skilled Manual,1,2,53
70000,S,M,3,1,High School,Professional,1,1,53
70000,S,F,3,0,Graduate Degree,Management,0,2,54
70000,S,F,3,0,Graduate Degree,Management,0,2,53
70000,S,F,3,0,Graduate Degree,Management,1,2,54
70000,M,M,3,0,Graduate Degree,Management,0,2,54
130000,M,F,2,3,Bachelors,Management,1,3,69
90000,M,M,5,0,Bachelors,Management,0,2,69
130000,M,M,2,3,Bachelors,Management,0,4,68
170000,M,F,1,1,Graduate Degree,Management,1,4,68
80000,S,M,4,0,Graduate Degree,Management,1,2,67
90000,M,M,5,0,Bachelors,Management,1,2,68
100000,M,F,2,3,Graduate Degree,Management,1,3,67
130000,M,F,2,3,Bachelors,Management,1,4,67
90000,M,M,5,0,Bachelors,Management,1,2,66
90000,M,F,5,0,Bachelors,Management,0,2,67
90000,M,F,5,0,Bachelors,Management,1,2,67
90000,S,F,5,0,Bachelors,Management,1,2,61
100000,M,F,2,3,Graduate Degree,Management,1,3,66
80000,M,F,5,0,Bachelors,Management,1,2,59
90000,S,F,5,0,Bachelors,Management,1,2,59
90000,S,F,5,0,Bachelors,Management,1,2,65
90000,M,F,5,0,Bachelors,Management,1,2,65
90000,M,M,5,0,Bachelors,Management,1,2,64
90000,S,M,5,0,Bachelors,Management,1,2,65
90000,M,F,5,0,Bachelors,Management,1,2,59
110000,M,F,2,4,Bachelors,Management,1,2,64
130000,M,M,2,3,Bachelors,Management,1,4,65
110000,S,M,2,4,Bachelors,Management,1,3,64
120000,M,F,2,4,Bachelors,Management,1,4,64
130000,M,M,2,3,Bachelors,Management,1,4,64
130000,M,F,2,3,Bachelors,Management,1,4,63
170000,M,M,2,3,Graduate Degree,Management,0,2,63
70000,S,F,4,0,Bachelors,Management,1,2,63
70000,S,M,4,0,Bachelors,Management,1,2,57
60000,S,F,4,0,Graduate Degree,Management,1,2,57
70000,M,M,5,0,Bachelors,Management,1,2,57
70000,M,M,5,0,Bachelors,Management,1,2,62
60000,M,F,4,0,Bachelors,Management,1,2,62
60000,S,M,4,0,Bachelors,Management,1,2,61
60000,M,F,4,0,Bachelors,Management,1,2,62
60000,M,M,4,0,Bachelors,Management,1,2,61
60000,M,F,5,0,Bachelors,Management,1,3,61
60000,M,M,5,0,Bachelors,Management,1,3,60
60000,S,F,5,0,Bachelors,Management,1,3,50
70000,M,F,3,1,Bachelors,Management,1,1,61
70000,S,F,4,1,Bachelors,Management,1,1,60
70000,M,M,4,1,Bachelors,Management,1,1,55
70000,M,M,4,1,Bachelors,Management,1,1,55
70000,M,F,4,1,Bachelors,Management,1,1,60
70000,M,M,4,1,Bachelors,Management,0,1,43
80000,M,F,5,0,Bachelors,Management,1,2,59
60000,M,M,2,1,Partial College,Professional,1,1,53
60000,S,F,2,1,Partial College,Professional,1,1,53
60000,M,M,2,1,Partial College,Professional,1,2,58
60000,S,F,2,1,Partial College,Professional,1,2,59
60000,M,M,2,1,Partial College,Professional,0,2,53
60000,M,M,2,1,Partial College,Professional,1,2,59
60000,M,M,2,1,Partial College,Professional,1,2,53
70000,M,M,4,1,Bachelors,Management,1,2,59
70000,M,F,4,1,Partial College,Professional,1,2,53
60000,S,F,2,1,Partial College,Professional,1,2,58
60000,M,F,2,1,Bachelors,Management,0,0,57
60000,M,F,2,1,Bachelors,Management,1,0,52
70000,M,M,5,1,Partial College,Professional,1,2,52
60000,S,F,2,1,Partial College,Professional,1,2,51
60000,S,M,2,1,Partial College,Professional,1,2,56
60000,S,F,2,1,Partial College,Professional,1,2,56
60000,M,M,2,1,Partial College,Professional,0,2,57
60000,M,F,2,1,Partial College,Professional,1,1,57
60000,S,M,2,1,Partial College,Professional,1,1,57
70000,M,F,4,2,Partial College,Professional,0,1,56
70000,M,F,4,2,Partial College,Professional,0,1,57
40000,M,F,2,1,Partial High School,Skilled Manual,1,3,56
70000,M,M,2,1,High School,Professional,1,2,56
70000,M,M,2,1,High School,Professional,1,2,56
70000,S,M,2,1,High School,Professional,1,2,56
70000,M,M,2,1,High School,Professional,1,2,55
70000,M,M,2,1,High School,Professional,1,2,56
60000,M,M,2,1,Partial College,Professional,1,1,50
60000,M,M,2,1,Partial College,Professional,1,1,39
60000,M,M,2,1,Partial College,Professional,0,2,56
60000,M,F,2,1,Partial College,Professional,0,2,50
60000,S,F,3,1,High School,Professional,1,2,49
60000,M,M,3,1,High School,Professional,0,2,55
70000,S,F,5,2,Partial College,Professional,1,2,55
130000,M,M,2,4,Partial College,Professional,1,2,37
110000,M,M,2,4,Partial College,Professional,1,3,49
130000,M,M,2,4,Partial College,Professional,1,2,50
150000,S,F,2,4,High School,Professional,0,2,49
170000,M,F,2,3,Bachelors,Management,1,3,50
110000,M,M,3,4,Partial College,Professional,1,4,46
110000,M,F,3,4,Partial College,Professional,1,4,51
130000,M,F,3,4,Partial College,Professional,0,3,52
130000,M,M,3,4,Partial College,Professional,1,3,51
60000,M,M,2,0,Graduate Degree,Management,1,2,74
80000,M,M,3,0,Graduate Degree,Management,1,1,74
100000,S,M,1,1,Graduate Degree,Management,1,3,74
110000,S,M,1,2,Graduate Degree,Management,0,2,68
110000,M,M,1,2,Graduate Degree,Management,1,3,74
90000,M,M,4,4,Partial College,Professional,1,3,42
90000,M,F,5,5,Partial College,Professional,1,3,42
120000,M,F,3,2,Bachelors,Management,1,4,41
130000,M,F,2,2,Graduate Degree,Management,1,2,42
160000,S,F,0,0,Graduate Degree,Management,0,4,30
80000,S,M,4,3,Bachelors,Management,1,0,43
90000,M,F,5,5,Partial College,Professional,1,3,31
90000,M,M,5,5,Partial College,Professional,1,3,42
110000,S,F,3,2,Bachelors,Management,1,4,43
130000,S,M,2,2,Bachelors,Management,0,3,37
130000,M,M,3,2,Bachelors,Management,1,3,42
150000,M,F,2,0,Bachelors,Management,1,3,43
150000,M,M,2,0,Bachelors,Management,1,4,32
70000,M,M,3,2,Partial College,Professional,1,0,50
80000,S,M,3,0,Partial College,Professional,1,1,34
90000,S,F,2,1,Partial College,Professional,1,1,51
50000,S,F,2,0,Graduate Degree,Management,1,2,72
70000,M,F,4,0,Graduate Degree,Management,1,2,72
90000,S,F,0,0,Partial College,Professional,1,1,44
90000,M,M,0,0,Partial College,Professional,1,1,38
90000,S,F,0,0,Partial College,Professional,0,2,43
110000,M,M,4,2,Bachelors,Management,1,4,44
80000,S,F,5,4,Partial College,Professional,1,3,39
90000,M,M,5,4,Partial College,Professional,1,4,39
90000,S,F,5,4,Partial College,Professional,0,4,44
100000,M,F,1,2,Partial College,Professional,1,3,44
110000,S,F,1,3,Bachelors,Management,0,2,45
120000,M,M,1,3,Partial College,Professional,0,4,44
120000,S,F,1,3,Partial College,Professional,1,4,45
130000,M,F,1,2,Bachelors,Management,1,4,45
130000,M,F,1,2,Bachelors,Management,1,4,44
80000,S,M,5,4,Partial College,Professional,1,3,46
90000,S,F,4,3,High School,Professional,1,1,40
110000,M,F,1,3,Partial College,Professional,0,4,40
130000,M,F,1,3,Bachelors,Management,1,1,46
130000,M,F,1,3,Bachelors,Management,1,3,46
130000,M,M,1,3,Bachelors,Management,1,3,46
130000,M,F,3,3,Bachelors,Management,1,3,40
80000,S,F,2,0,Partial High School,Skilled Manual,1,2,51
60000,M,M,2,0,High School,Professional,0,2,52
60000,M,F,2,0,High School,Professional,0,2,51
60000,M,M,2,0,High School,Professional,0,2,51
80000,S,F,2,0,Partial High School,Skilled Manual,0,2,52
130000,S,M,2,3,Graduate Degree,Management,0,3,72
50000,S,M,2,0,Graduate Degree,Management,1,2,65
60000,M,F,2,0,Graduate Degree,Management,1,2,70
70000,M,F,4,0,Graduate Degree,Management,1,2,70
100000,M,F,2,2,Graduate Degree,Management,1,4,71
80000,M,M,5,4,Partial College,Professional,1,3,47
90000,S,M,4,3,High School,Professional,0,2,46
100000,S,F,3,2,Partial College,Professional,1,4,46
100000,S,M,0,3,Partial College,Professional,1,1,46
100000,S,F,0,3,Partial College,Professional,1,2,46
120000,M,M,1,3,High School,Professional,1,4,47
80000,M,M,2,0,Partial High School,Skilled Manual,1,2,52
80000,M,M,3,0,Partial High School,Skilled Manual,0,2,53
60000,M,F,2,0,Partial High School,Skilled Manual,0,2,53
60000,M,M,2,0,Partial High School,Skilled Manual,1,2,53
60000,M,M,2,0,Partial High School,Skilled Manual,0,2,52
